"Country"	"Year"	"Prevalence_females"	"Prevalence_males"	"Prevalence_both"	"GDP"	"Education"	"Education_females"	"Education_males"	"Affordability"	"Cig_taxes"	"Campaigns"	"Help"	"Warn"	"Bans"	"Protect"	"Monitor"	"HDI_MHI"	"HDI_MHI_clustering"
"173"	"Latvia"	"2014"	23.476	49.976	36.772	23837.226817	30.2	37.8	21.9	2.54	0.77	2	4	4	4	3	4	0.208646616541353	2
"174"	"Latvia"	"2016"	23.3088888888889	49.0022222222222	36.2088888888889	25801.605219	33.4	41.9	24.1	2.36	0.8	4	4	5	4	4	4	0.208646616541353	2
"175"	"Latvia"	"2018"	23	47.9	35.5	28196.521123	33.9	42.3	24.9	2.33	0.8	2	4	5	4	4	4	0.208646616541353	2
"176"	"Latvia"	"2020"	22.8	47.1	35	28661.707689	37.8	46.3	28.9	2.45	0.8	5	4	5	4	4	4	0.208646616541353	2
"177"	"Lithuania"	"2007"	19.984	44.784	32.44	24227.399121	28.2	32.2	23.8	2.44	0.68	2	4	3	4	3	3	0.280075187969925	2
"178"	"Lithuania"	"2008"	19.844	44.124	32.04	25117.814498	30.2	34.8	25.1	2.44	0.68	2	4	3	4	3	4	0.280075187969925	2
"179"	"Lithuania"	"2010"	19.6	42.9	31.3	22452.585042	32.4	38.2	26	2.44	0.77	2	4	3	4	3	4	0.280075187969925	2
"180"	"Lithuania"	"2012"	19.356	41.676	30.56	25629.846684	34.1	40.2	27.3	2.21	0.75	2	4	3	4	3	4	0.280075187969925	2
"181"	"Lithuania"	"2014"	19.064	40.324	29.74	27997.632769	36.7	42.6	30.2	2.18	0.76	2	4	3	4	3	4	0.280075187969925	2
"182"	"Lithuania"	"2016"	18.7422222222222	38.8955555555556	28.8666666666667	29938.77101	39.7	47	31.7	2.29	0.75	2	4	5	4	3	4	0.280075187969925	2
"183"	"Lithuania"	"2018"	18.5	37.7	28.1	33240.538254	41.7	48.8	34	2.32	0.74	2	4	5	4	3	4	0.280075187969925	2
"184"	"Lithuania"	"2020"	18.1	36.7	27.4	34853.100585	44.1	51.1	37	2.39	0.74	2	4	5	4	3	4	0.280075187969925	2
"185"	"Luxembourg"	"2007"	23.232	30.928	27.136	114804.566615	26.5	25.1	27.9	0.46	0.7	5	2	3	4	2	3	0.661654135338346	3
"186"	"Luxembourg"	"2008"	22.972	30.148	26.616	112465.426482	27.7	25.9	29.3	0.46	0.7	5	2	3	4	2	3	0.661654135338346	3
"187"	"Luxembourg"	"2010"	22.5	28.6	25.6	108840.708709	35.5	32	38.9	0.46	0.7	5	4	3	4	2	4	0.661654135338346	3
"188"	"Luxembourg"	"2012"	22.012	27.148	24.616	106751.85601	39.1	36.2	41.9	0.55	0.71	5	4	3	4	2	4	0.661654135338346	3
"189"	"Luxembourg"	"2014"	21.428	25.872	23.664	107596.381642	45.9	44	47.8	0.55	0.7	5	4	3	4	2	4	0.661654135338346	3
"190"	"Luxembourg"	"2016"	20.7844444444444	24.7333333333333	22.7488888888889	110414.311916	42.6	42.4	42.9	0.55	0.71	4	5	3	4	2	4	0.661654135338346	3
"191"	"Luxembourg"	"2018"	20.3	23.5	21.9	108642.259745	44.1	45.2	43	0.53	0.68	5	5	5	4	3	4	0.661654135338346	3
"192"	"Luxembourg"	"2020"	19.8	22.4	21.1	106382.674606	47.1	47.8	46.4	0.56	0.68	2	5	5	4	3	4	0.661654135338346	3
"193"	"Mexico"	"2007"	9.86	28.788	19.38	17436.05313	13.6	11.6	15.8	2.56	0.61	2	4	2	2	2	2	0.0582706766917293	1
"194"	"Mexico"	"2008"	9.52	27.968	18.8	17396.395832	13.7	11.9	15.7	2.56	0.61	2	4	4	2	2	2	0.0582706766917293	1
"195"	"Mexico"	"2010"	8.9	26.4	17.7	16867.476094	14.7	13.2	16.3	2.56	0.63	2	4	5	2	2	2	0.0582706766917293	1
"196"	"Mexico"	"2012"	8.312	24.928	16.664	17694.384161	15.7	14.4	17.2	2.97	0.68	2	4	5	2	2	3	0.0582706766917293	1
"197"	"Mexico"	"2014"	7.708	23.552	15.676	18035.233149	16	15	17.1	3.1	0.68	4	5	5	2	2	3	0.0582706766917293	1
"198"	"Mexico"	"2016"	7.10444444444445	22.2733333333333	14.7422222222222	19007.347537	16.8	15.8	17.9	2.9	0.67	3	5	5	2	2	3	0.0582706766917293	1
"199"	"Mexico"	"2018"	6.6	21.1	13.9	19365.926018	18	17.2	18.9	2.68	0.67	2	5	5	2	2	2	0.0582706766917293	1
"200"	"Mexico"	"2020"	6.2	19.9	13.1	17354.785526	19.4	19	20	3.75	0.68	4	5	5	2	2	2	0.0582706766917293	1
"201"	"Netherlands"	"2007"	26.884	31.704	29.288	50226.754818	29.3	27.5	31.1	1.31	0.74	5	3	3	4	2	4	0.845864661654135	3
"202"	"Netherlands"	"2008"	26.244	31.104	28.668	51117.137832	30.2	28.4	32	1.31	0.74	5	3	3	4	2	4	0.845864661654135	3
"203"	"Netherlands"	"2010"	25	30	27.5	49396.333817	32	30.2	33.8	1.31	0.73	5	4	3	4	2	4	0.845864661654135	3
"204"	"Netherlands"	"2012"	23.82	28.88	26.364	49230.887033	33	31.8	34.1	1.46	0.72	2	4	3	4	2	4	0.845864661654135	3
"205"	"Netherlands"	"2014"	22.72	27.6	25.196	49541.389246	34.4	34	34.8	1.58	0.73	5	5	3	4	2	4	0.845864661654135	3
"206"	"Netherlands"	"2016"	21.7044444444444	26.2644444444444	24.0444444444444	51118.941306	36	36	36	1.59	0.72	5	5	5	4	2	4	0.845864661654135	3
"207"	"Netherlands"	"2018"	20.8	25.5	23.2	53217.731693	38.3	38.9	37.8	1.55	0.72	4	5	5	4	2	4	0.845864661654135	3
"208"	"Netherlands"	"2020"	19.9	24.4	22.2	51522.042454	42.6	43.3	42	1.78	0.77	2	5	5	4	2	4	0.845864661654135	3
"209"	"New Zealand"	"2007"	21.54	23.448	22.488	34677.238338	37.825	40.675	34.825	2.16	0.7	4	5	5	4	5	4	0.827067669172932	3
"210"	"New Zealand"	"2008"	20.62	22.688	21.648	33840.597245	37.825	40.675	34.825	2.16	0.7	4	5	5	4	5	4	0.827067669172932	3
"211"	"New Zealand"	"2010"	18.9	21.3	20.1	34106.05875	37.825	40.675	34.825	2.16	0.8	4	5	5	4	5	4	0.827067669172932	3
"212"	"New Zealand"	"2012"	17.324	19.96	18.648	35458.387066	37.825	40.675	34.825	2.96	0.74	5	5	5	4	5	4	0.827067669172932	3
"213"	"New Zealand"	"2014"	15.876	18.54	17.212	36482.474028	35.6	38.4	32.7	3.19	0.77	4	5	5	4	5	4	0.827067669172932	3
"214"	"New Zealand"	"2016"	14.56	17.1111111111111	15.8377777777778	37837.544086	36.3	38.9	33.4	3.8	0.75	5	5	5	4	5	4	0.827067669172932	3
"215"	"New Zealand"	"2018"	13.4	16.1	14.8	39532.981199	39.3	42.1	36.3	3.89	0.82	5	5	5	4	5	4	0.827067669172932	3
"216"	"New Zealand"	"2020"	12.3	15	13.7	39144.146521	40.1	43.3	36.9	4.98	0.82	5	5	5	4	5	4	0.827067669172932	3
"217"	"Norway"	"2007"	30.168	31.848	31.008	61800.019118	34.4	37.5	31.4	1.53	0.73	2	4	3	4	3	4	0.992481203007519	4
"218"	"Norway"	"2008"	28.628	30.348	29.488	61329.436744	35.5	39.3	31.9	1.53	0.73	2	4	3	4	3	4	0.992481203007519	4
"219"	"Norway"	"2010"	25.8	27.6	26.7	59112.618957	36.9	41	33.1	1.53	0.72	2	4	4	4	3	4	0.992481203007519	4
"220"	"Norway"	"2012"	23.228	25.092	24.168	59800.50845	38.6	43.4	34	1.49	0.73	5	4	4	4	3	4	0.992481203007519	4
"221"	"Norway"	"2014"	20.832	22.728	21.812	60229.402346	42.3	46.6	38.3	1.61	0.69	5	4	4	4	5	4	0.992481203007519	4
"222"	"Norway"	"2016"	18.66	20.5488888888889	19.6622222222222	60889.150193	43.2	48	38.7	1.84	0.66	5	4	4	4	5	4	0.992481203007519	4
"223"	"Norway"	"2018"	17	18.8	17.9	62006.451704	43.7	48.2	39.3	1.78	0.64	5	4	4	4	5	4	0.992481203007519	4
"224"	"Norway"	"2020"	15.4	17	16.2	61130.752868	45.3	51.4	39.5	2.02	0.62	5	4	4	4	5	4	0.992481203007519	4
"225"	"Poland"	"2007"	28.084	38.46	33.272	20785.198243	18.7	21.3	16	2.09	0.94	5	4	3	4	2	4	0.272556390977444	2
"226"	"Poland"	"2008"	27.344	37.52	32.432	21658.172674	19.6	22.4	16.6	2.09	0.94	5	4	3	4	2	4	0.272556390977444	2
"227"	"Poland"	"2010"	25.9	35.7	30.8	22686.48847	22.5	25.9	18.9	2.09	0.86	5	4	3	4	3	4	0.272556390977444	2
"228"	"Poland"	"2012"	24.552	33.976	29.264	24187.940399	24.5	28.5	20.4	2.71	0.8	4	4	3	4	3	4	0.272556390977444	2
"229"	"Poland"	"2014"	23.348	32.364	27.856	25364.065975	27	31.4	22.5	3.03	0.8	2	4	3	4	3	4	0.272556390977444	2
"230"	"Poland"	"2016"	22.2688888888889	30.8555555555555	26.5622222222222	27298.247657	28.7	34	23.4	3	0.78	4	4	5	4	3	4	0.272556390977444	2
"231"	"Poland"	"2018"	21.2	29.4	25.3	30418.821805	30.9	36.6	25.2	2.78	0.77	2	4	5	4	3	4	0.272556390977444	2
"232"	"Poland"	"2020"	20.1	27.9	24	31178.517891	32.9	38.8	26.9	2.75	0.78	3	4	5	4	3	4	0.272556390977444	2
"233"	"Portugal"	"2007"	16.608	33.88	25.252	30740.518881	13.6	16.1	10.9	2.06	0.8	2	4	3	4	3	4	0.201127819548872	2
"234"	"Portugal"	"2008"	16.868	33.6	25.252	30794.260847	14.2	16.9	11.4	2.06	0.8	2	4	3	4	3	4	0.201127819548872	2
"235"	"Portugal"	"2010"	17.4	33.1	25.3	30308.450415	15.5	18.5	12.2	2.06	0.79	2	4	3	4	3	4	0.201127819548872	2
"236"	"Portugal"	"2012"	17.932	32.6	25.332	28744.018398	18.5	21.4	15.4	2.62	0.76	2	4	3	4	3	4	0.201127819548872	2
"237"	"Portugal"	"2014"	18.448	32.02	25.268	29018.203044	21.7	25.9	17.2	2.7	0.75	5	4	3	4	3	4	0.201127819548872	2
"238"	"Portugal"	"2016"	18.9777777777778	31.3911111111111	25.1577777777778	30355.379779	23.9	27.9	19.4	2.66	0.74	5	4	5	4	4	4	0.201127819548872	2
"239"	"Portugal"	"2018"	19.7	30.9	25.3	32446.029726	25	29.8	19.7	2.52	0.72	3	4	5	4	4	4	0.201127819548872	2
"240"	"Portugal"	"2020"	20.2	30.5	25.4	30511.578774	28.2	33	22.8	2.33	0.79	2	4	5	4	4	4	0.201127819548872	2
"241"	"Slovak Republic"	"2007"	22.24	41.044	31.636	25080.898844	14.4	14.7	14.1	1.92	0.85	2	3	3	4	3	3	0.221804511278195	2
"242"	"Slovak Republic"	"2008"	22.46	40.784	31.616	26433.616122	14.8	15.1	14.5	1.92	0.85	2	3	3	4	3	4	0.221804511278195	2
"243"	"Slovak Republic"	"2010"	22.9	40.3	31.6	26551.675682	17.3	18.9	15.7	1.92	0.83	2	4	3	4	3	4	0.221804511278195	2
"244"	"Slovak Republic"	"2012"	23.388	39.752	31.584	27741.741224	19	21.2	16.7	2.01	0.82	2	4	3	4	3	4	0.221804511278195	2
"245"	"Slovak Republic"	"2014"	23.972	39.028	31.536	28605.097351	20.4	22.5	18.2	2.02	0.82	2	4	3	4	3	4	0.221804511278195	2
"246"	"Slovak Republic"	"2016"	24.6155555555556	38.2333333333333	31.4844444444444	30598.827375	22	25.1	18.9	2.08	0.78	2	4	5	4	3	4	0.221804511278195	2
"247"	"Slovak Republic"	"2018"	25.1	38	31.6	32675.832388	24.6	28.2	21	2	0.77	2	5	5	4	3	4	0.221804511278195	2
"248"	"Slovak Republic"	"2020"	25.6	37.4	31.5	32282.727614	26.8	31.6	22.1	2.14	0.76	2	5	5	4	3	4	0.221804511278195	2
"249"	"Slovenia"	"2007"	21.756	25.964	23.896	32652.728624	22.2	25.8	18.8	1.41	0.75	2	4	3	4	3	3	0.490601503759398	2
"250"	"Slovenia"	"2008"	21.596	25.864	23.756	33746.85173	22.6	26.4	19	1.41	0.75	2	4	3	4	3	4	0.490601503759398	2
"251"	"Slovenia"	"2010"	21.3	25.7	23.5	31204.382812	23.7	28.1	19.5	1.41	0.76	2	4	3	4	3	4	0.490601503759398	2
"252"	"Slovenia"	"2012"	20.988	25.504	23.228	30524.043449	26.4	32	21.1	1.64	0.79	2	4	3	4	3	4	0.490601503759398	2
"253"	"Slovenia"	"2014"	20.612	25.196	22.892	30970.350425	28.6	34.1	23.4	1.89	0.8	2	4	3	4	3	4	0.490601503759398	2
"254"	"Slovenia"	"2016"	20.2088888888889	24.8266666666667	22.5333333333333	32620.374248	30.7	37.6	24.3	1.79	0.79	2	4	3	4	3	4	0.490601503759398	2
"255"	"Slovenia"	"2018"	20	24.7	22.4	35587.942606	32.5	38.9	26.4	1.67	0.79	3	4	5	5	3	4	0.490601503759398	2
"256"	"Slovenia"	"2020"	19.6	24.4	22	34708.466007	35.9	43	29.3	1.73	0.79	2	4	5	5	3	4	0.490601503759398	2
"257"	"Spain"	"2007"	28.272	38.368	33.328	36896.981743	29.3	30	28.6	1.48	0.77	2	4	3	4	4	4	0.396616541353383	2
"258"	"Spain"	"2008"	28.152	37.508	32.848	36619.439504	29.5	30.2	28.9	1.48	0.77	2	4	3	4	4	4	0.396616541353383	2
"259"	"Spain"	"2010"	27.9	35.8	31.9	34859.649626	31	32.5	29.6	1.48	0.78	2	4	4	5	5	4	0.396616541353383	2
"260"	"Spain"	"2012"	27.648	34.172	30.984	33406.385211	32.6	34.2	31.1	2.04	0.79	2	4	4	5	5	4	0.396616541353383	2
"261"	"Spain"	"2014"	27.412	32.688	30.116	33621.098098	34.7	36.5	32.8	2.16	0.78	2	4	4	5	5	4	0.396616541353383	2
"262"	"Spain"	"2016"	27.1933333333333	31.3311111111111	29.2933333333333	35976.252365	35.7	38.4	33	2.02	0.78	2	4	4	5	5	4	0.396616541353383	2
"263"	"Spain"	"2018"	27	30	28.5	37666.94591	37.3	39.8	34.6	1.93	0.78	2	4	5	5	5	4	0.396616541353383	2
"264"	"Spain"	"2020"	26.7	28.6	27.7	33612.74589	39.7	42.7	36.7	2.13	0.78	4	4	5	5	5	4	0.396616541353383	2
"265"	"Sweden"	"2007"	25.356	24.224	24.832	46816.575709	31.3	36	26.8	1.32	0.72	5	4	3	4	2	4	0.795112781954887	3
"266"	"Sweden"	"2008"	24.356	23.484	23.952	46243.976414	32	36.9	27.3	1.32	0.72	5	4	3	4	2	4	0.795112781954887	3
"267"	"Sweden"	"2010"	22.5	22.1	22.3	46078.024862	33.9	38.9	29	1.32	0.72	5	4	3	4	2	4	0.795112781954887	3
"268"	"Sweden"	"2012"	20.772	20.78	20.76	46569.231026	35.7	41.5	30.1	1.35	0.74	2	4	3	4	2	4	0.795112781954887	3
"269"	"Sweden"	"2014"	19.108	19.46	19.3	47493.036809	38.7	45	32.5	1.44	0.69	2	4	3	4	2	4	0.795112781954887	3
"270"	"Sweden"	"2016"	17.5444444444444	18.1822222222222	17.94	49494.064722	41.1	48	34.5	1.43	0.69	2	4	5	4	2	4	0.795112781954887	3
"271"	"Sweden"	"2018"	16.3	17.2	16.8	50472.544302	43.2	50.3	36.4	1.38	0.68	2	5	5	4	2	4	0.795112781954887	3
"272"	"Sweden"	"2020"	15	16.1	15.6	49491.027836	44.6	52.2	37.3	1.47	0.68	4	5	5	4	2	4	0.795112781954887	3
"273"	"Switzerland"	"2007"	23.42	31.304	27.404	62855.232247	31.3	23.2	39.5	0.92	0.63	5	4	4	2	2	4	0.981203007518797	4
"274"	"Switzerland"	"2008"	23.38	31.044	27.244	63861.920592	33.7	25.7	41.6	0.92	0.63	5	4	4	2	2	4	0.981203007518797	4
"275"	"Switzerland"	"2010"	23.3	30.5	26.9	63220.707571	33.9	27.5	40.2	0.92	0.64	5	4	4	2	2	4	0.981203007518797	4
"276"	"Switzerland"	"2012"	23.22	29.972	26.572	63830.917908	35.3	29.3	41.2	1	0.62	5	4	4	2	2	4	0.981203007518797	4
"277"	"Switzerland"	"2014"	23.14	29.508	26.308	64944.14646	38.4	33.2	43.6	1.05	0.61	2	4	4	2	2	4	0.981203007518797	4
"278"	"Switzerland"	"2016"	23.0622222222222	29.0666666666667	26.0777777777778	65891.681258	41.2	36.5	45.9	1.07	0.61	5	4	4	2	2	4	0.981203007518797	4
"279"	"Switzerland"	"2018"	23	28.4	25.7	67562.519088	43.7	39.7	47.7	1.06	0.6	5	4	4	2	2	4	0.981203007518797	4
"280"	"Switzerland"	"2020"	22.9	28.1	25.5	65754.37318	45.3	42.2	48.3	1.15	0.6	2	4	4	2	2	4	0.981203007518797	4
"281"	"Türkiye"	"2007"	16.04	47.812	31.976	19688.444817	10.2	7.7	12.6	2.84	0.73	5	3	3	2	2	4	0.0883458646616541	1
"282"	"Türkiye"	"2008"	16.26	47.392	31.876	19599.164843	10.9	8.5	13.3	2.84	0.73	5	3	3	4	5	4	0.0883458646616541	1
"283"	"Türkiye"	"2010"	16.7	46.6	31.7	19647.903224	11.9	9.5	14.4	2.84	0.78	5	5	4	4	5	4	0.0883458646616541	1
"284"	"Türkiye"	"2012"	17.156	45.776	31.508	22275.252738	13.9	11.4	16.5	3.11	0.8	5	5	5	5	5	4	0.0883458646616541	1
"285"	"Türkiye"	"2014"	17.644	44.824	31.252	24700.097712	15.3	12.8	17.8	3.02	0.82	5	5	5	5	5	4	0.0883458646616541	1
"286"	"Türkiye"	"2016"	18.1511111111111	43.7955555555556	30.96	26357.927291	17.9	15.5	20.2	3.04	0.83	5	5	5	5	5	4	0.0883458646616541	1
"287"	"Türkiye"	"2018"	18.6	43	30.8	28416.535472	19.3	17.3	21.3	2.95	0.81	5	5	5	5	5	4	0.0883458646616541	1
"288"	"Türkiye"	"2020"	19.2	42.1	30.7	28502.28138	22	20.2	23.7	3.47	0.85	5	5	5	5	5	4	0.0883458646616541	1
"289"	"United Kingdom"	"2007"	25.608	29.344	27.484	41988.329788	32	32.5	31.6	2.46	0.77	5	4	4	4	5	4	0.678571428571429	3
"290"	"United Kingdom"	"2008"	24.388	28.144	26.284	41581.077204	32	32.3	31.7	2.46	0.77	5	4	4	4	5	4	0.678571428571429	3
"291"	"United Kingdom"	"2010"	22.2	25.9	24.1	40063.885701	35.1	35.6	34.5	2.46	0.77	5	4	4	4	5	4	0.678571428571429	3
"292"	"United Kingdom"	"2012"	20.22	23.864	22.108	40468.762818	38.6	39.4	37.7	2.46	0.8	5	4	4	4	5	4	0.678571428571429	3
"293"	"United Kingdom"	"2014"	18.32	22.036	20.212	41936.487721	40.6	41.9	39.2	2.61	0.82	5	4	4	4	5	4	0.678571428571429	3
"294"	"United Kingdom"	"2016"	16.5266666666667	20.3822222222222	18.4333333333333	43167.472911	42.3	43.7	40.9	2.73	0.81	5	4	5	4	5	4	0.678571428571429	3
"295"	"United Kingdom"	"2018"	15	18.7	16.9	44442.834381	43.2	45.5	40.9	2.91	0.79	5	4	5	4	5	4	0.678571428571429	3
"296"	"United Kingdom"	"2020"	13.5	17.3	15.4	39788.468417	49.4	51.8	46.9	3.36	0.79	5	4	5	4	5	4	0.678571428571429	3
"297"	"United States"	"2007"	20.984	28.612	24.792	54215.969731	40.3	41.7	38.8	1.18	0.37	2	3	2	2	2	4	0.671052631578947	3
"298"	"United States"	"2008"	20.544	28.092	24.312	53774.763193	41.1	42.8	39.3	1.18	0.37	2	5	2	2	2	4	0.671052631578947	3
"299"	"United States"	"2010"	19.7	27.1	23.4	52875.975942	41.7	44	39.3	1.18	0.45	2	5	4	2	2	4	0.671052631578947	3
"300"	"United States"	"2012"	18.904	26.108	22.52	54067.507537	43.1	45.1	40.9	1.18	0.43	5	5	4	2	2	4	0.671052631578947	3
"301"	"United States"	"2014"	18.156	25.052	21.64	55463.794265	44.2	46.9	41.4	1.13	0.43	5	5	4	2	2	4	0.671052631578947	3
"302"	"United States"	"2016"	17.4444444444444	23.9822222222222	20.7733333333333	57021.228829	45.7	48.5	42.7	1.11	0.43	5	5	4	2	2	4	0.671052631578947	3
"303"	"United States"	"2018"	16.7	23.2	20	59252.831726	47.4	50.4	44.3	1.09	0.43	5	5	4	2	2	4	0.671052631578947	3
"304"	"United States"	"2020"	16	22.2	19.1	58407.658693	43.3571428571429	45.6285714285714	40.9571428571429	1.16	0.4	5	5	5	2	2	4	0.671052631578947	3
